"interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issued","credit_checks"
12.61,"source_only",9.71,0.8538,0,36,"Mar2018",1
21.45,"verified",39.12,0.2675,0,60,"Jan2018",2
10.42,"source_only",15.44,0.4009,0,36,"Feb2018",0
14.08,"not",29.69,0.738,0,60,"Mar2018",0
9.44,"source_only",12.04,0.4816,0,36,"Jan2018",0
10.41,"not",26.06,0.9243,0,36,"Mar2018",1
12.62,"verified",24.63,0.4421,0,36,"Jan2018",3
19.03,"verified",3.59,0.5234,0,36,"Feb2018",2
9.44,"source_only",20.4,0.2243,0,60,"Jan2018",1
10.9,"not",5.96,0.4834,0,36,"Feb2018",0
24.85,"source_only",27.68,0.2447,0,60,"Feb2018",6
9.44,"source_only",8.9,0.3085,0,36,"Jan2018",0
10.42,"not",25.7,0.6924,0,36,"Jan2018",3
14.07,"verified",22.92,0.1039,0,60,"Mar2018",5
9.44,"verified",4.44,0.0585,0,60,"Feb2018",0
12.61,"source_only",19.8,0.4993,0,36,"Mar2018",4
6.08,"not",8.66,0.1867,0,36,"Jan2018",2
6.08,"not",18.35,0.2188,0,36,"Feb2018",1
16.02,"verified",25.14,0.8334,0,60,"Jan2018",3
15.04,"not",23.01,0.4338,0,36,"Mar2018",3
5.31,"source_only",8.69,0.0688,0,36,"Mar2018",0
20,"not",30.84,0.6515,0,36,"Feb2018",1
20.39,"verified",27.53,0.2126,1,60,"Mar2018",3
9.43,"not",1.56,0.0551,0,36,"Mar2018",3
9.93,"source_only",34.01,0.4242,0,36,"Jan2018",5
12.62,"verified",12.81,0.0994,0,60,"Feb2018",3
13.59,"not",15.21,0.6588,1,60,"Jan2018",6
7.35,"not",18.64,0.3218,0,36,"Jan2018",2
10.9,"source_only",34.23,0.1712,0,60,"Mar2018",0
9.93,"not",12.67,0.4747,0,60,"Jan2018",0
10.91,"not",7.68,0.2321,0,36,"Feb2018",2
10.9,"source_only",11.37,0.8248,0,36,"Mar2018",4
16.02,"source_only",5.39,0.4456,1,60,"Feb2018",1
20,"source_only",12.39,0.5477,0,36,"Jan2018",7
24.85,"source_only",16.79,0.9123,0,60,"Jan2018",1
28.72,"not",28.46,0.5066,0,60,"Feb2018",1
6.72,"not",22.14,0.2668,0,36,"Jan2018",3
14.08,"verified",23.61,0.2735,0,60,"Jan2018",1
9.93,"source_only",12.33,0.832,0,36,"Jan2018",2
12.62,"source_only",10.03,0.3693,1,60,"Jan2018",13
6.72,"verified",18.87,0.1731,0,36,"Feb2018",0
7.35,"verified",27.53,0.4198,0,60,"Feb2018",2
10.91,"verified",77.67,0.1782,0,36,"Jan2018",1
16.02,"verified",25.92,0.6433,0,60,"Feb2018",0
9.93,"verified",20.4,0.0395,0,36,"Jan2018",3
18.06,"verified",29.11,0.1325,0,36,"Jan2018",0
9.93,"source_only",24.76,0.0873,0,36,"Feb2018",0
17.09,"source_only",38.46,0.2787,0,36,"Jan2018",0
7.35,"not",9.11,0.4479,0,36,"Jan2018",1
12.62,"not",5.41,0.6115,0,36,"Jan2018",0
9.93,"source_only",37.21,0.1846,0,36,"Jan2018",1
21.85,"not",32.8,0.6,0,36,"Mar2018",1
9.44,"not",18.46,0.6668,0,36,"Jan2018",2
10.9,"source_only",22.97,0.711,0,60,"Mar2018",0
20,"verified",8.38,0.032,0,60,"Feb2018",2
13.59,"not",32.8,0.6804,0,36,"Mar2018",3
9.93,"not",30.91,0.1661,0,60,"Feb2018",2
9.93,"not",12.48,0.4859,0,36,"Jan2018",0
7.96,"verified",22.08,0.2499,0,36,"Mar2018",0
21.45,"verified",20.77,0.7266,0,36,"Feb2018",1
24.85,"verified",24.09,0.2935,1,60,"Mar2018",8
17.09,"verified",56.92,0.5552,0,36,"Feb2018",4
21.45,"not",22.42,0.8298,0,60,"Feb2018",2
11.99,"source_only",19.18,0.4478,0,60,"Feb2018",0
13.58,"verified",33.34,0.2742,0,36,"Mar2018",0
19.03,"source_only",27.05,1.0206,0,36,"Jan2018",0
7.97,"source_only",9.88,0.8823,0,36,"Jan2018",1
7.35,"not",21.07,0.4011,0,36,"Jan2018",4
22.91,"verified",36.2,0.2117,0,36,"Mar2018",1
9.93,"not",12.55,0.2965,0,36,"Jan2018",1
6.71,"not",37.42,0.8549,0,36,"Mar2018",1
6.07,"source_only",13.84,0.8335,0,36,"Mar2018",0
10.42,"verified",23.15,0.2264,0,60,"Feb2018",0
12.61,"not",32.41,0.2916,0,36,"Mar2018",1
16.01,"source_only",28.02,0.5612,1,60,"Mar2018",4
6.07,"not",12.98,0.1441,0,36,"Feb2018",6
6.08,"not",10.43,0.3051,0,36,"Jan2018",0
15.05,"source_only",21.41,0.2792,0,60,"Jan2018",1
7.96,"not",22.51,0.8014,0,36,"Mar2018",1
15.04,"not",6.91,0.0653,0,60,"Mar2018",4
6.08,"source_only",18.7,0.3272,0,36,"Jan2018",0
14.08,"verified",33.81,0.7151,1,60,"Jan2018",1
11.99,"source_only",22.37,0.9376,0,36,"Jan2018",2
10.9,"source_only",16.47,0.5688,1,36,"Mar2018",0
13.58,"source_only",17.17,0.6437,0,36,"Mar2018",6
10.91,"source_only",1.07,0.0923,0,36,"Feb2018",1
9.93,"source_only",20.69,0.3681,1,36,"Jan2018",2
19.03,"verified",35.5,0.6569,0,36,"Feb2018",1
10.41,"source_only",10.89,0.3109,0,36,"Mar2018",0
9.43,"not",10.06,0.0874,0,36,"Mar2018",0
18.06,"source_only",30.67,0.517,0,36,"Jan2018",1
12.62,"not",19.92,0.6532,0,36,"Jan2018",0
12.62,"not",15.59,0.6478,0,60,"Jan2018",1
14.08,"not",13.14,0.2413,1,36,"Jan2018",8
6.71,"not",15.12,0.3251,0,36,"Mar2018",0
14.08,"not",21.42,0.577,0,60,"Jan2018",12
11.99,"source_only",22.98,0.6219,0,36,"Mar2018",0
21.45,"verified",9.26,0.764,1,60,"Jan2018",0
16.01,"not",27.11,0.4835,0,36,"Mar2018",5
6.71,"verified",2,0.0463,0,36,"Mar2018",0
12.61,"not",18.36,0.5983,1,36,"Mar2018",0
13.58,"not",8.84,0.054,0,60,"Feb2018",1
7.35,"not",13.88,0.1114,0,60,"Mar2018",2
17.47,"source_only",28.99,0.751,0,36,"Mar2018",0
21.45,"verified",4.14,0.655,0,36,"Jan2018",3
11.98,"not",25.46,0.2683,0,36,"Mar2018",1
15.05,"verified",16.44,0.5204,0,36,"Jan2018",1
11.98,"source_only",10.13,0.127,0,36,"Mar2018",0
6.72,"source_only",4.19,0.0403,0,36,"Jan2018",0
15.05,"source_only",7.81,0.0843,0,60,"Feb2018",2
20.39,"verified",27.78,0.1852,0,60,"Feb2018",2
16.02,"source_only",16.36,0.7596,0,36,"Jan2018",0
5.32,"verified",28.77,0.1058,0,36,"Feb2018",0
7.35,"source_only",12.58,0.2089,0,60,"Feb2018",2
10.42,"verified",36.6,0.6447,0,36,"Jan2018",1
16.02,"source_only",13.28,0.7267,0,36,"Mar2018",1
6.07,"source_only",6.34,0.5972,0,36,"Feb2018",0
19.03,"verified",16.07,0.761,0,36,"Jan2018",3
6.71,"not",9.1,0.6625,0,36,"Mar2018",4
6.72,"not",35.2,0.3886,0,36,"Feb2018",0
18.45,"source_only",10.42,0.0834,0,36,"Mar2018",0
16.02,"verified",21.74,0.1621,0,60,"Jan2018",1
9.44,"not",12.79,0.2628,1,36,"Jan2018",0
22.91,"not",30.9,0.7349,0,36,"Feb2018",0
6.08,"not",9.15,0.5622,0,36,"Jan2018",0
9.92,"not",16.5,0.4296,1,36,"Feb2018",5
12.62,"verified",36.15,0.3139,0,36,"Jan2018",1
12.62,"not",22,0.1505,1,60,"Jan2018",7
21.45,"not",18.09,0.8205,0,36,"Jan2018",7
6.08,"not",16.02,0.0593,0,36,"Feb2018",1
17.47,"verified",34.98,0.2701,0,36,"Mar2018",1
11.98,"verified",18.22,0.1074,0,60,"Mar2018",4
15.05,"source_only",9.9,0.9317,0,36,"Jan2018",1
16.02,"not",12.99,0.6006,0,36,"Jan2018",1
10.91,"not",23.59,0.0994,1,36,"Feb2018",1
7.97,"source_only",13.82,0.4242,0,36,"Jan2018",0
14.07,"source_only",27.88,0.7539,0,36,"Mar2018",1
24.85,"source_only",6.39,0.0171,0,60,"Feb2018",4
13.58,"verified",22.16,0.1364,1,60,"Feb2018",2
9.93,"verified",10.49,0.5781,0,36,"Jan2018",8
6.08,"not",24.5,0.5794,0,36,"Jan2018",0
7.35,"verified",11.4,0.1806,0,36,"Feb2018",3
15.04,"source_only",2.7,0.1406,0,36,"Mar2018",1
9.44,"source_only",5.39,0.0939,0,36,"Jan2018",2
12.61,"not",26.6,0.5923,0,60,"Mar2018",0
11.98,"not",25.36,0.2458,0,60,"Feb2018",1
12.61,"verified",22.88,0.8985,0,36,"Feb2018",3
6.71,"source_only",8,0.7074,0,36,"Mar2018",1
20.39,"source_only",14.08,0.74,0,36,"Mar2018",0
9.43,"not",15.77,0.1547,0,36,"Mar2018",0
22.91,"source_only",12.35,0.6458,0,36,"Jan2018",5
16.02,"not",21.09,0.3868,0,60,"Feb2018",0
10.42,"verified",27.76,0.1814,0,60,"Feb2018",6
20.39,"source_only",10.31,0.9519,0,60,"Mar2018",2
12.61,"not",14.3,0.6003,0,60,"Mar2018",0
15.04,"verified",21.55,0.5134,0,36,"Mar2018",0
6.08,"not",18.89,0.3315,0,36,"Jan2018",3
18.06,"verified",191.7,0.2876,0,60,"Feb2018",3
10.91,"source_only",19.05,0.1515,0,60,"Feb2018",2
7.34,"not",23.21,0.5854,0,36,"Mar2018",0
6.72,"source_only",17.19,0.3174,0,36,"Feb2018",1
15.05,"not",37.07,0.6286,0,36,"Jan2018",3
5.32,"source_only",2.68,0.0286,0,36,"Jan2018",2
6.72,"source_only",8.4,0.5487,0,60,"Feb2018",0
19.03,"source_only",23.84,0.2954,0,36,"Feb2018",0
7.97,"source_only",35.38,0.6702,0,36,"Feb2018",6
17.09,"verified",39.51,0.5709,0,60,"Feb2018",4
14.08,"not",10.72,0.9339,0,36,"Jan2018",2
15.04,"not",17.71,0.0661,0,36,"Feb2018",0
21.45,"verified",42.65,0.7924,0,36,"Feb2018",1
9.44,"not",5.95,0.4269,0,36,"Jan2018",1
9.93,"source_only",48.19,0.23,0,36,"Jan2018",0
14.08,"source_only",17.95,0.5041,0,60,"Jan2018",0
15.05,"source_only",174.49,0.5489,0,60,"Jan2018",1
15.05,"source_only",16.37,0.5681,1,36,"Feb2018",3
9.44,"source_only",15.92,0.401,0,36,"Jan2018",1
5.31,"source_only",9.37,0.1591,0,36,"Mar2018",1
10.42,"source_only",18.5,1.2045,0,36,"Jan2018",5
6.72,"not",7.47,0.1076,0,36,"Jan2018",5
17.09,"not",33.28,0.5345,0,60,"Jan2018",2
14.07,"not",8.55,0.5086,0,60,"Feb2018",2
13.59,"verified",18.8,0.31,0,60,"Feb2018",1
15.04,"source_only",28.93,0.8755,0,36,"Mar2018",22
11.98,"not",3.27,0.1562,0,60,"Mar2018",0
9.92,"source_only",30.64,0.4816,1,36,"Feb2018",1
15.04,"not",14.14,0.0765,0,60,"Mar2018",0
17.47,"source_only",29.27,0.6967,1,36,"Mar2018",3
6.07,"not",6.77,0.2417,0,36,"Mar2018",0
11.99,"not",14.77,0.7009,0,36,"Feb2018",0
14.07,"verified",43.08,0.1259,0,36,"Mar2018",0
6.08,"verified",26.79,0.1131,0,36,"Jan2018",2
13.58,"source_only",4.28,0.3056,0,36,"Feb2018",1
5.32,"source_only",7.98,0.5315,0,36,"Feb2018",3
15.04,"source_only",7.95,0.0966,0,60,"Feb2018",1
10.42,"source_only",20.48,0.8369,0,60,"Jan2018",0
7.35,"source_only",18.01,0.2969,1,36,"Feb2018",2
13.58,"source_only",32.08,0.1647,0,36,"Mar2018",1
7.35,"source_only",24.91,0.7639,0,36,"Jan2018",1
7.34,"not",37.24,0.5817,0,36,"Mar2018",1
10.42,"source_only",9.38,0.0995,0,60,"Jan2018",2
11.98,"verified",7.99,0.0828,0,60,"Mar2018",0
16.02,"source_only",34.08,0.1705,0,36,"Jan2018",2
12.61,"source_only",9.07,0.0708,0,36,"Feb2018",1
9.44,"not",15.02,0.556,0,36,"Feb2018",3
19.03,"not",4.55,0.0305,0,36,"Feb2018",2
14.08,"verified",24.36,0.1336,0,60,"Feb2018",24
9.44,"source_only",22.59,0.6351,0,36,"Jan2018",0
9.93,"source_only",11.33,0.142,0,36,"Feb2018",1
30.79,"not",25.3,0.7622,0,60,"Feb2018",0
18.45,"source_only",19.55,0.1766,0,36,"Mar2018",3
9.93,"not",9.36,0.8208,0,36,"Feb2018",0
16.02,"source_only",11.57,0.7427,1,60,"Jan2018",1
9.44,"not",10.56,0.7071,1,36,"Feb2018",1
16.02,"not",34.49,0.7086,1,36,"Jan2018",0
14.07,"source_only",22.65,0.6818,1,36,"Feb2018",2
17.09,"verified",3.47,0.1229,0,60,"Jan2018",7
12.62,"not",35.95,0.7345,0,36,"Feb2018",1
16.01,"source_only",21.44,1.0317,0,60,"Mar2018",2
10.91,"source_only",18.56,1.036,0,36,"Jan2018",2
16.02,"verified",29.97,0.6682,0,60,"Jan2018",0
11.98,"not",20.04,0.066,0,36,"Feb2018",0
7.35,"source_only",1.5,0.0896,0,36,"Feb2018",0
15.04,"not",15,0.7071,1,36,"Feb2018",1
13.58,"verified",22.64,0.2922,1,60,"Mar2018",2
7.97,"verified",29.17,0.3069,0,36,"Feb2018",5
20.39,"verified",94.29,0.8415,0,36,"Feb2018",4
10.42,"verified",35.16,0.7096,0,36,"Feb2018",0
7.97,"source_only",21.98,0.4677,0,36,"Feb2018",5
9.93,"source_only",14.94,0.2339,0,36,"Feb2018",1
19.03,"source_only",14.05,0.1207,0,36,"Feb2018",1
10.42,"source_only",3.6,0.5731,0,36,"Feb2018",0
7.35,"source_only",23.72,0.3206,0,36,"Jan2018",3
15.05,"not",2.98,0.0038,0,60,"Jan2018",1
13.59,"source_only",2.1,0.3273,0,36,"Jan2018",4
5.31,"verified",4.66,0.0168,0,36,"Mar2018",2
21.45,"verified",13.54,0.2192,0,60,"Jan2018",2
26.3,"source_only",32.71,0.9675,0,60,"Feb2018",0
6.08,"source_only",12.44,0.175,0,36,"Jan2018",2
18.06,"not",18.23,0.1286,0,36,"Jan2018",2
7.96,"not",15.07,0.5131,1,36,"Mar2018",0
20,"not",30.89,0.7123,0,36,"Jan2018",1
12.61,"source_only",4.99,0.1589,0,36,"Mar2018",1
6.08,"not",6.26,0.2524,0,36,"Feb2018",1
13.58,"not",10.58,0.3638,1,36,"Mar2018",1
15.05,"verified",30.35,0.7531,1,36,"Feb2018",0
5.31,"not",18.41,0.089,0,36,"Mar2018",0
7.35,"source_only",17.91,0.1141,0,36,"Jan2018",4
7.34,"source_only",11.52,0.4358,0,36,"Mar2018",6
7.97,"not",13.71,0.475,0,36,"Feb2018",6
19.03,"verified",21.9,0.7497,0,36,"Feb2018",2
16.02,"verified",41.35,0.2346,1,60,"Feb2018",6
11.98,"source_only",21.33,0.5124,1,36,"Mar2018",2
6.08,"verified",4.37,0.015,1,36,"Feb2018",5
7.96,"not",28.42,1.004,0,36,"Mar2018",0
13.59,"verified",13.37,0.1079,0,36,"Jan2018",1
30.79,"verified",27.78,0.8291,0,60,"Jan2018",0
13.58,"not",28.67,0.8465,0,36,"Feb2018",4
14.08,"not",30.9,0.7734,0,36,"Feb2018",1
6.08,"not",27.35,0.3313,0,36,"Jan2018",6
7.35,"not",23.24,0.4983,0,36,"Jan2018",1
12.61,"source_only",24.93,0.6173,0,36,"Mar2018",0
10.42,"not",12.26,0.7379,0,36,"Feb2018",1
14.08,"not",30.68,0.2685,0,60,"Feb2018",1
9.93,"source_only",15.23,0.1489,0,60,"Feb2018",4
5.32,"source_only",13.56,0.1339,0,36,"Jan2018",1
11.99,"source_only",6.93,0.9062,0,36,"Feb2018",1
11.99,"verified",21.76,0.1819,0,36,"Jan2018",0
10.9,"source_only",1,1.0077,0,36,"Mar2018",3
19.03,"verified",20.91,0.5506,0,60,"Jan2018",1
26.3,"verified",28.44,0.6687,0,36,"Feb2018",2
6.72,"source_only",13.68,0.4104,0,36,"Jan2018",2
14.08,"verified",15.98,0.2005,0,60,"Feb2018",1
15.05,"not",16.36,0.8801,1,36,"Jan2018",1
16.02,"source_only",19.29,0.1181,0,60,"Jan2018",1
9.93,"verified",22.74,0.1816,0,36,"Feb2018",3
16.02,"verified",31.92,0.9522,0,36,"Feb2018",2
10.42,"source_only",8.95,0.3385,0,36,"Feb2018",1
15.05,"source_only",8.96,0.8436,0,36,"Jan2018",0
7.97,"not",4.7,0.0856,1,36,"Feb2018",2
9.43,"not",19.65,0.4617,0,36,"Mar2018",0
13.58,"not",8.97,0.1571,0,60,"Mar2018",0
15.05,"source_only",38.93,0.6798,0,36,"Jan2018",1
13.58,"source_only",25.83,0.7477,0,60,"Mar2018",2
7.34,"source_only",25.29,0.51,0,36,"Mar2018",5
13.59,"source_only",24.53,0.1719,0,60,"Jan2018",0
11.99,"not",23.81,0.6693,0,36,"Feb2018",1
21.85,"verified",17.35,0.7831,0,60,"Mar2018",0
7.35,"not",9.65,0.7197,0,36,"Feb2018",0
20,"not",31.91,0.6056,0,60,"Feb2018",3
21.45,"not",19.29,0.229,0,60,"Jan2018",2
12.61,"source_only",16.67,0.293,0,60,"Mar2018",2
12.62,"not",19.97,0.1709,0,36,"Jan2018",3
20.39,"not",25.55,1.0171,0,60,"Mar2018",0
5.32,"not",22.52,0.4504,0,36,"Jan2018",0
12.61,"not",32.35,0.6247,0,60,"Mar2018",0
5.31,"not",9.99,0.1631,0,36,"Mar2018",0
10.91,"verified",21.12,0.1833,0,36,"Jan2018",0
15.05,"not",40.5,0.5703,0,36,"Jan2018",0
10.91,"not",7.19,0.5386,0,60,"Feb2018",1
17.47,"not",16.13,0.666,0,36,"Mar2018",4
7.97,"source_only",9.06,0.3609,0,36,"Feb2018",0
7.35,"verified",10.34,0.2653,0,36,"Jan2018",0
9.44,"source_only",32.52,0.2688,0,36,"Jan2018",1
14.07,"verified",12.29,0.5175,0,60,"Mar2018",0
18.06,"source_only",38.68,0.222,0,36,"Feb2018",2
26.77,"source_only",36.53,0.1838,0,60,"Mar2018",15
12.62,"not",15.5,0.111,0,60,"Jan2018",0
7.35,"not",21.26,0.3688,0,36,"Jan2018",1
12.61,"verified",31.53,0.3499,0,36,"Mar2018",0
5.32,"source_only",5.71,0.1117,0,36,"Feb2018",1
12.62,"source_only",1.79,0.3595,0,36,"Jan2018",0
9.93,"source_only",13.73,0.7231,0,60,"Jan2018",2
19.42,"verified",12.82,0.5205,0,36,"Mar2018",3
9.92,"source_only",22.42,0.179,0,60,"Mar2018",1
5.31,"source_only",27.74,0.7656,0,36,"Mar2018",0
10.41,"not",28.19,0.5137,0,36,"Mar2018",10
17.47,"source_only",14.82,0.5739,0,36,"Mar2018",3
21.45,"verified",25.3,0.8651,0,60,"Jan2018",0
5.32,"not",3.52,0.1701,0,36,"Jan2018",1
7.35,"verified",15.46,0.6405,0,36,"Feb2018",0
9.43,"not",19.73,0.2005,0,60,"Mar2018",3
12.62,"verified",14.24,0.722,1,36,"Jan2018",3
10.41,"source_only",28.02,0.6438,1,36,"Mar2018",0
10.42,"not",27.83,0.4099,0,36,"Jan2018",1
10.41,"not",12.51,0.2046,1,60,"Feb2018",0
16.01,"verified",24.28,0.1828,0,60,"Feb2018",6
13.59,"source_only",18.18,0.0968,1,60,"Feb2018",3
14.08,"not",11.65,1.1221,0,36,"Feb2018",1
6.72,"source_only",0.74,0.0855,0,36,"Feb2018",0
25.82,"source_only",22.96,0.8357,0,60,"Feb2018",12
24.85,"source_only",23.6,0.2615,0,60,"Feb2018",1
7.96,"not",10.9,0.0861,0,36,"Mar2018",5
10.9,"verified",1.77,0.0246,0,36,"Mar2018",1
7.34,"not",8.37,0.3185,0,36,"Mar2018",0
16.02,"source_only",22.64,0.5252,0,36,"Jan2018",18
10.91,"not",22.08,0.4527,0,36,"Feb2018",3
11.98,"source_only",18.38,0.5313,0,60,"Mar2018",0
11.99,"verified",16.82,0.1504,0,60,"Jan2018",5
6.07,"not",27.28,0.0521,0,36,"Mar2018",2
15.05,"verified",69.44,0.3083,1,60,"Jan2018",0
21.45,"verified",17.73,0.4188,0,60,"Jan2018",2
6.08,"source_only",8.32,0.0743,0,36,"Feb2018",4
12.61,"not",46.32,0.8568,0,36,"Mar2018",0
10.42,"not",26.72,0.4051,0,60,"Jan2018",1
6.72,"not",14.98,0.1234,0,36,"Feb2018",1
14.08,"source_only",9.64,0.8073,1,36,"Feb2018",1
6.08,"not",10.77,0.0618,0,36,"Jan2018",3
7.96,"source_only",28.4,0.6857,1,36,"Mar2018",0
16.02,"source_only",36.89,0.5159,0,36,"Feb2018",5
19.03,"not",11.88,0.7671,0,36,"Jan2018",1
7.34,"source_only",23.48,0.6696,0,36,"Mar2018",4
7.97,"not",6.76,0.1092,0,36,"Jan2018",3
17.09,"not",25.31,0.287,0,60,"Feb2018",1
9.93,"verified",44.71,0.4892,0,60,"Jan2018",2
11.98,"not",33.22,0.4152,0,60,"Feb2018",1
9.44,"source_only",13.09,0.4664,0,60,"Feb2018",1
11.98,"source_only",24.46,1.0615,0,36,"Mar2018",3
9.93,"verified",30.8,0.6776,0,36,"Jan2018",0
12.62,"verified",17.38,0.5172,1,36,"Jan2018",2
15.04,"source_only",19.22,0.3125,0,60,"Mar2018",9
19.03,"verified",11.61,0.1797,1,60,"Feb2018",3
19.03,"not",35.71,0.0416,0,60,"Jan2018",1
11.98,"verified",10.91,0.3727,0,36,"Mar2018",2
10.41,"not",9.89,0.2952,0,36,"Feb2018",4
7.34,"not",12.88,0.0892,0,60,"Mar2018",4
17.09,"source_only",2.2,0.3587,0,60,"Feb2018",4
5.31,"not",19.2,0.4617,0,36,"Mar2018",1
6.07,"not",6.79,0.0389,1,36,"Mar2018",4
16.02,"source_only",13.73,0.1321,0,60,"Feb2018",0
7.34,"not",24.15,0.5973,0,36,"Mar2018",1
15.04,"not",15.76,0.1818,0,36,"Mar2018",6
11.99,"source_only",10.66,0.3371,1,60,"Jan2018",5
11.99,"source_only",19.49,0.7711,0,36,"Jan2018",0
26.3,"verified",12.25,0.1412,1,60,"Feb2018",0
6.71,"not",14.46,0.1192,0,36,"Mar2018",1
13.59,"source_only",18.86,0.6069,1,36,"Feb2018",1
20.39,"source_only",24.08,0.4344,0,60,"Mar2018",2
5.31,"source_only",25.92,0.4269,0,36,"Mar2018",0
6.72,"not",7.38,0.4477,0,36,"Jan2018",0
19.03,"source_only",4.74,0.6868,0,60,"Jan2018",3
12.61,"source_only",17.14,0.1764,0,60,"Mar2018",0
16.02,"verified",13.78,0.0891,0,36,"Feb2018",4
17.09,"source_only",32.98,0.588,0,36,"Jan2018",2
20,"verified",3.3,0.6128,0,60,"Feb2018",2
12.62,"verified",27.56,0.7278,0,60,"Feb2018",4
15.05,"not",14.62,0.4706,0,60,"Feb2018",0
6.71,"source_only",18.24,0.3898,1,36,"Mar2018",0
16.02,"verified",19.17,0.1378,0,60,"Feb2018",1
10.91,"verified",6.18,0.3325,0,36,"Jan2018",2
7.34,"not",4.94,0.2348,0,36,"Mar2018",0
14.08,"verified",5.7,0.3683,0,36,"Feb2018",3
6.72,"not",34.56,0.5103,1,36,"Jan2018",0
15.05,"source_only",34.24,0.722,0,60,"Feb2018",0
7.35,"source_only",15.94,0.468,0,36,"Feb2018",0
7.97,"source_only",16.34,0.2875,0,36,"Jan2018",4
9.43,"source_only",22.56,0.0053,0,36,"Feb2018",1
10.9,"source_only",15.86,0.1831,0,36,"Mar2018",2
6.72,"not",1.88,0.0217,0,36,"Jan2018",0
9.93,"verified",44.14,0.6644,0,60,"Feb2018",0
7.34,"not",8.12,0.0888,0,36,"Mar2018",0
14.08,"source_only",16.5,0.1501,1,60,"Feb2018",4
19.42,"source_only",12.58,0.5642,0,36,"Mar2018",0
7.97,"source_only",7.37,0.0566,0,36,"Feb2018",0
10.9,"verified",7.78,0.0944,0,36,"Mar2018",2
9.44,"not",11.15,0.2831,1,36,"Jan2018",0
10.91,"verified",10.59,0.0902,1,36,"Feb2018",4
9.43,"verified",35.73,0.3173,1,36,"Mar2018",8
19.42,"verified",17.91,0.6492,0,36,"Mar2018",0
24.85,"source_only",12.92,0.4233,0,60,"Jan2018",0
12.61,"not",19.54,0.6745,0,36,"Feb2018",1
13.58,"not",30.66,0.7327,0,36,"Mar2018",0
21.45,"source_only",42.29,0.7134,1,60,"Feb2018",10
12.61,"source_only",37.43,0.1492,1,36,"Mar2018",2
13.59,"source_only",14.59,0.2045,0,60,"Jan2018",4
21.45,"not",5.98,0.1499,0,36,"Feb2018",1
16.02,"source_only",3.79,0.2111,0,36,"Jan2018",3
15.04,"source_only",30.19,0.6185,0,36,"Feb2018",2
10.9,"source_only",15.91,0.4823,0,36,"Feb2018",0
13.59,"not",8.02,0.7573,0,36,"Feb2018",1
12.62,"verified",68.61,0.3411,0,36,"Jan2018",2
7.97,"source_only",14.41,0.1768,0,36,"Feb2018",0
12.62,"source_only",27.26,0.202,0,36,"Mar2018",0
17.09,"verified",15.82,0.1516,0,60,"Jan2018",1
20,"source_only",17.41,0.4659,0,60,"Jan2018",1
19.42,"verified",33.63,0.6767,0,60,"Feb2018",0
9.44,"not",13.83,0.4503,1,36,"Jan2018",1
20.39,"source_only",0,0,0,36,"Feb2018",1
17.09,"source_only",23.3,0.4275,1,60,"Jan2018",1
10.9,"not",30.36,0.7412,0,36,"Mar2018",6
16.01,"verified",17.54,0.5427,0,36,"Mar2018",1
17.09,"source_only",26.21,0.7483,0,60,"Jan2018",3
9.93,"not",11.63,0.7717,0,60,"Mar2018",3
9.43,"source_only",16.79,0.6724,0,36,"Mar2018",0
6.72,"not",20,0.0941,0,36,"Jan2018",2
17.09,"not",23.89,0.3864,0,36,"Feb2018",4
15.05,"source_only",27.04,0.2318,0,60,"Feb2018",5
10.9,"source_only",18.68,0.2406,0,60,"Mar2018",2
9.93,"source_only",7.46,0.436,0,60,"Jan2018",3
12.61,"not",29.13,0.7726,0,60,"Mar2018",0
9.93,"verified",14.67,0.5052,0,36,"Feb2018",0
15.05,"source_only",13.07,0.5927,0,36,"Jan2018",1
6.72,"source_only",29.25,0.4601,0,36,"Feb2018",0
9.44,"not",18.28,0.175,0,36,"Jan2018",1
25.81,"verified",35.27,0.1641,0,60,"Mar2018",0
10.42,"not",17.57,0.2637,0,60,"Jan2018",1
13.59,"not",25.09,0.1539,0,36,"Jan2018",3
6.72,"not",11.98,0.3153,0,36,"Jan2018",0
10.9,"verified",18.41,0.2962,0,60,"Mar2018",4
9.93,"source_only",20.75,0.0823,0,36,"Feb2018",0
7.96,"source_only",26.61,0.1836,0,36,"Mar2018",6
13.59,"not",3.77,0.7288,0,36,"Feb2018",0
10.41,"not",12.19,0.4309,0,60,"Mar2018",1
9.93,"source_only",4.23,0.1322,0,36,"Feb2018",4
7.97,"source_only",20.7,0.6655,0,60,"Jan2018",0
10.91,"not",14.79,0.2616,0,36,"Jan2018",2
9.92,"not",27.6,0.8528,0,36,"Mar2018",4
15.04,"not",10.52,0.6851,0,36,"Mar2018",0
13.58,"verified",18.26,0.2113,1,36,"Mar2018",6
15.04,"not",41.94,0.7504,0,36,"Feb2018",1
7.35,"verified",16.58,0.4138,1,36,"Jan2018",2
9.93,"not",16.2,0.7974,0,36,"Feb2018",1
25.82,"source_only",23.38,0.5334,1,36,"Jan2018",1
6.07,"not",19.38,0.5029,0,36,"Mar2018",0
14.08,"source_only",4.09,0.4126,0,36,"Jan2018",4
7.97,"verified",2.81,3e-04,0,36,"Jan2018",2
10.91,"source_only",19.29,0.6516,0,60,"Feb2018",0
11.99,"source_only",23.47,0.7936,0,36,"Jan2018",3
